,Uhrzeit,load,pv_infeed,diesel,battery ,battery_soc
day 1,00:15,6.576,0,0,6.988,0
,00:30,6.368,0,0,6.661,0
,00:45,6.224,0,0,6.446,0
,01:00,5.76,0,0,6.316,0
,01:15,4.544,0,0,5.018,0
,01:30,4.336,0,0,4.545,0
,01:45,4.304,0,0,4.496,0
,02:00,4.304,0,0,4.486,0
,02:15,4.272,0,0,4.47,0
,02:30,4.256,0,0,4.449,0
,02:45,4.208,0,0,4.419,0
,03:00,4.16,0,0,4.355,0
,03:15,4.144,0,0,4.342,0
,03:30,4.128,0,0,4.323,0
,03:45,4.112,0,0,4.304,0
,04:00,4.08,0,0,4.265,0
,04:15,4.08,0,0,4.271,0
,04:30,4.096,0,0,4.273,0
,04:45,4.112,0,0,4.29,0
,05:00,4.096,0,0,4.299,0
,05:15,4.08,0,0,4.263,0
,05:30,4.064,0,0,4.26,0
,05:45,4.064,0,0,4.245,0
,06:00,4.112,0,0,4.285,0
,06:15,4.112,0,0,4.302,0
,06:30,4.064,0,0,4.277,0
,06:45,3.984,0,0,4.19,0
,07:00,3.808,0,0,4.081,0
,07:15,3.536,0,0,3.79,0
,07:30,3.312,0,0,3.572,0
,07:45,3.12,0,0,3.373,0
,08:00,3.04,0,0,3.242,0
,08:15,2.992,0,0,3.185,0
,08:30,2.96,0,0,3.155,0
,08:45,3.04,0,0,3.183,0
,09:00,3.024,0,0,3.209,0
,09:15,3.008,0,0,3.176,0
,09:30,3.056,0.057,0,3.157,0
,09:45,3.2,0.561,0,2.964,0
,10:00,3.328,0.819,0,2.876,0
,10:15,3.392,1.332,0,2.588,0
,10:30,3.424,1.872,0,2.17,0
,10:45,3.408,2.4,0,1.685,0
,11:00,3.456,3.117,0,0.952,0
,11:15,3.504,4.103,0,-0.024,0
,11:30,3.568,5.114,0,-1.016,0
,11:45,3.632,5.458,0,-1.328,0
,12:00,3.904,6.529,0,-2.214,0
,12:15,4.048,8.058,0,-3.64,0
,12:30,4.764,9.81,0,-5.335,0
,12:45,4.656,11.243,0,-6.231,0
,13:00,3.924,12.422,0,-8.168,0
,13:15,5.164,12.798,0,-8.542,0
,13:30,16.252,14.439,0,-0.297,0
,13:45,11.064,16.179,0,-1.625,0
,14:00,4.288,16.713,0,-12.196,0
,14:15,5.9,15.21,0,-10.071,0
,14:30,5.168,14.423,0,-8.679,0
,14:45,4.548,14.857,0,-9.942,0
,15:00,4.56,16.238,0,-11.399,0
,15:15,4.752,17.276,0,-12.36,0
,15:30,4.768,18.06,0,-13.029,0
,15:45,4.736,18.102,0,-13.063,0
,16:00,5.168,19.238,0,-13.999,0
,16:15,5.232,19.483,0,-14.001,0
,16:30,5.584,22.038,0,-16.262,0
,16:45,5.68,24.149,0,-18.134,0
,17:00,5.168,24.017,0,-18.325,0
,17:15,5.328,21.927,0,-16.557,0
,17:30,5.44,17.333,0,-11.519,0
,17:45,6.608,14.858,0,-8.501,0
,18:00,6.176,11.848,0,-5.044,0
,18:15,5.472,7.41,0,-1.473,0
,18:30,5.984,4.999,0,1.647,0
,18:45,4.944,2.673,0,3.261,0
,19:00,5.056,1.397,0,4.169,0
,19:15,5.936,0.134,0,5.467,0
,19:30,7.868,0,0,7.252,0
,19:45,9.408,0,0,9.166,0
,20:00,9.232,0,0,9.679,0
,20:15,9.952,0,0,9.92,0
,20:30,9.6,0,0,9.76,0
,20:45,9.632,0,0,9.977,0
,21:00,9.216,0,0,9.678,0
,21:15,9.792,0,0,9.906,0
,21:30,9.856,0,0,10.128,0
,21:45,9.488,0,0,9.823,0
,22:00,9.216,0,0,9.486,0
,22:15,9.008,0,0,9.306,0
,22:30,8.736,0,0,9.132,0
,22:45,8.192,0,0,8.577,0
,23:00,7.68,0,0,8.048,0
,23:15,7.28,0,0,7.53,0
,23:30,6.944,0,0,7.313,0
,23:45,6.304,0,0,6.734,0
,00:00,5.92,0,0,6.238,0
day 2,00:15,5.008,0,0,5.559,0
,00:30,4.624,0,0,4.907,0
,00:45,4.576,0,0,4.734,0
,01:00,4.624,0,0,4.806,0
,01:15,4.576,0,0,4.782,0
,01:30,4.528,0,0,4.712,0
,01:45,4.448,0,0,4.658,0
,02:00,4.4,0,0,4.613,0
,02:15,4.336,0,0,4.547,0
,02:30,4.304,0,0,4.493,0
,02:45,4.272,0,0,4.459,0
,03:00,4.288,0,0,4.468,0
,03:15,4.272,0,0,4.464,0
,03:30,4.288,0,0,4.464,0
,03:45,4.24,0,0,4.446,0
,04:00,4.208,0,0,4.401,0
,04:15,4.208,0,0,4.387,0
,04:30,4.192,0,0,4.376,0
,04:45,4.176,0,0,4.357,0
,05:00,4.176,0,0,4.357,0
,05:15,4.176,0,0,4.367,0
,05:30,4.112,0,0,4.318,0
,05:45,4.112,0,0,4.29,0
,06:00,4.112,0,0,4.289,0
,06:15,4.24,0,0,4.359,0
,06:30,4.32,0,0,4.511,0
,06:45,4.128,0,0,4.446,0
,07:00,4.16,0,0,4.024,0
,07:15,4.496,0.117,0,4.761,0
,07:30,3.248,1.88,0,2.348,0
,07:45,3.168,3.973,0,-0.167,0
,08:00,3.136,7.91,0,-4.329,0
,08:15,3.024,10.126,0,-6.644,0
,08:30,3.056,10.692,0,-7.251,0
,08:45,2.928,13.133,0,-9.812,0
,09:00,4.476,19.746,0,-16.493,0
,09:15,3.892,21.493,0,-17.994,0
,09:30,3.124,25.232,0,-21.093,0
,09:45,6.016,27.13,0,-21.952,0
,10:00,3.312,31.702,0,-27.135,0
,10:15,9.708,33.258,0,-24.599,0
,10:30,7.112,35.35,0,-29.696,0
,10:45,6.024,37.146,0,-29.235,0
,11:00,3.46,41.941,0,-38.034,0
,11:15,3.264,43.273,0,-39.508,0
,11:30,3.568,44.699,0,-40.814,0
,11:45,9.016,46.034,0,-38.889,0
,12:00,7.124,46.739,0,-38.191,0
,12:15,4.992,38.485,0,-32.071,0
,12:30,5.104,48.719,0,-43.195,0
,12:45,4.464,48.109,0,-42.926,0
,13:00,5.548,43.433,0,-38.238,0
,13:15,4.932,33.311,0,-27.594,0
,13:30,4.304,22.934,0,-18.5,0
,13:45,4.304,16.172,0,-11.603,0
,14:00,4.208,12.995,0,-8.567,0
,14:15,4.096,10.849,0,-6.473,0
,14:30,4.224,8.105,0,-3.708,0
,14:45,4.448,5.85,0,-1.084,0
,15:00,4.304,5.642,0,-1.065,0
,15:15,4.928,6.149,0,-1.044,0
,15:30,4.912,6.316,0,-1.003,0
,15:45,4.832,6.177,0,-0.957,0
,16:00,4.848,6.161,0,-0.957,0
,16:15,5.456,6.833,0,-0.93,0
,16:30,5.152,6.407,0,-0.905,0
,16:45,4.928,6.304,0,-0.894,0
,17:00,4.784,6.118,0,-0.88,0
,17:15,4.848,6.09,0,-0.855,0
,17:30,4.832,6.026,0,-0.854,0
,17:45,4.8,5.996,0,-0.834,0
,18:00,4.592,6.098,0,-1.04,0
,18:15,4.592,5.805,0,-0.791,0
,18:30,4.768,5.004,0,0.21,0
,18:45,5.072,3.468,0,2.103,0
,19:00,8.668,1.693,0,6.405,0
,19:15,6.996,0.341,0,7.924,0
,19:30,7.216,0,0,6.758,0
,19:45,9.568,0,0,9.834,0
,20:00,14.576,0,0,14.629,0
,20:15,10.48,0,0,10.561,0
,20:30,10.08,0,0,10.165,0
,20:45,10.256,0,0,10.461,0
,21:00,10.704,0,0,10.449,0
,21:15,11.168,0,0,11.705,0
,21:30,11.04,0,0,11.285,0
,21:45,9.904,0,0,10.734,0
,22:00,9.552,0,0,9.724,0
,22:15,9.6,0,0,9.824,0
,22:30,9.232,0,0,9.602,0
,22:45,8.512,0,0,9.108,0
,23:00,7.872,0,0,8.111,0
,23:15,7.936,0,0,8.16,0
,23:30,7.328,0,0,7.757,0
,23:45,6.96,0,0,7.222,0
,00:00,6.768,0,0,7.056,0
day 3,00:15,6.304,0,0,6.657,0
,00:30,6.192,0,0,6.416,0
,00:45,5.504,0,0,6.184,0
,01:00,4.672,0,0,4.96,0
,01:15,4.528,0,0,4.761,0
,01:30,4.448,0,0,4.659,0
,01:45,4.4,0,0,4.587,0
,02:00,4.352,0,0,4.571,0
,02:15,4.352,0,0,4.526,0
,02:30,4.272,0,0,4.493,0
,02:45,4.288,0,0,4.464,0
,03:00,4.256,0,0,4.465,0
,03:15,4.224,0,0,4.428,0
,03:30,4.208,0,0,4.393,0
,03:45,4.176,0,0,4.371,0
,04:00,4.192,0,0,4.373,0
,04:15,4.192,0,0,4.374,0
,04:30,4.176,0,0,4.374,0
,04:45,4.176,0,0,4.362,0
,05:00,4.192,0,0,4.37,0
,05:15,4.224,0,0,4.409,0
,05:30,4.176,0,0,4.386,0
,05:45,4.192,0,0,4.368,0
,06:00,4.176,0,0,4.365,0
,06:15,4.176,0,0,4.358,0
,06:30,4.192,0,0,4.378,0
,06:45,4.4,0,0,4.353,0
,07:00,4.96,0,0,5.266,0
,07:15,4.592,0,0,4.843,0
,07:30,3.408,0,0,4.163,0
,07:45,3.056,0,0,3.261,0
,08:00,3.088,0,0,3.243,0
,08:15,3.072,0,0,3.282,0
,08:30,3.072,0.049,0,3.18,0
,08:45,4.78,0.55,0,2.923,0
,09:00,3.124,1.373,0,2.319,0
,09:15,3.296,1.689,0,2.098,0
,09:30,3.28,2.003,0,1.967,0
,09:45,3.168,2.61,0,1.249,0
,10:00,3.104,2.253,0,1.535,0
,10:15,3.152,2.007,0,1.785,0
,10:30,3.344,2.138,0,1.746,0
,10:45,3.456,2.879,0,1.191,0
,11:00,3.552,3.344,0,0.792,0
,11:15,3.648,3.779,0,0.42,0
,11:30,3.632,5.145,0,-0.942,0
,11:45,3.712,8.458,0,-4.393,0
,12:00,3.936,10.149,0,-5.905,0
,12:15,3.904,13.257,0,-9.034,0
,12:30,4.832,13.932,0,-8.911,0
,12:45,4.208,23.053,0,-18.655,0
,13:00,7.536,14.256,0,-6.638,0
,13:15,5.136,12.726,0,-7.499,0
,13:30,4.88,19.325,0,-14.104,0
,13:45,5.788,19.456,0,-14.364,0
,14:00,8.16,12.718,0,-4.132,0
,14:15,4.884,9.304,0,-3.331,0
,14:30,6.608,8.41,0,-0.509,0
,14:45,6.32,9.402,0,-2.628,0
,15:00,6.3,8.548,0,-3.196,0
,15:15,5.972,8.327,0,-0.991,0
,15:30,8.216,9.467,0,-2.861,0
,15:45,6.056,10.627,0,-2.096,0
,16:00,7.072,10.1,0,-3.231,0
,16:15,5.488,8.759,0,-2.879,0
,16:30,5.648,9.104,0,-3.095,0
,16:45,5.792,10.637,0,-4.39,0
,17:00,5.6,7.897,0,-1.726,0
,17:15,5.456,5.311,0,0.921,0
,17:30,8.924,4.874,0,3.099,0
,17:45,5.652,5.275,0,1.044,0
,18:00,6.112,4.638,0,2.207,0
,18:15,5.792,3.515,0,2.738,0
,18:30,10.188,2.344,0,7.788,0
,18:45,8.352,1.724,0,7.698,0
,19:00,8.448,0.885,0,7.381,0
,19:15,8.652,0.096,0,7.299,0
,19:30,10.268,0,0,8.759,0
,19:45,13.124,0,0,14.703,0
,20:00,10.784,0,0,11.167,0
,20:15,11.804,0,0,11.263,0
,20:30,11.472,0,0,11.879,0
,20:45,11.648,0,0,11.826,0
,21:00,10.992,0,0,11.803,0
,21:15,10.752,0,0,11.373,0
,21:30,10.112,0,0,10.355,0
,21:45,9.888,0,0,10.193,0
,22:00,9.664,0,0,10.04,0
,22:15,9.12,0,0,9.461,0
,22:30,8.96,0,0,9.268,0
,22:45,8.464,0,0,8.766,0
,23:00,8,0,0,8.363,0
,23:15,7.712,0,0,8.015,0
,23:30,7.28,0,0,7.688,0
,23:45,6.88,0,0,7.192,0
,00:00,6.464,0,0,6.9,0
day 4,00:15,5.392,0,0,5.845,0
,00:30,5.136,0,0,5.354,0
,00:45,4.992,0,0,5.245,0
,01:00,4.896,0,0,5.096,0
,01:15,4.896,0,0,5.085,0
,01:30,4.864,0,0,5.077,0
,01:45,4.704,0,0,4.952,0
,02:00,4.576,0,0,4.781,0
,02:15,4.528,0,0,4.728,0
,02:30,4.496,0,0,4.689,0
,02:45,4.512,0,0,4.68,0
,03:00,4.576,0,0,-10.911,0
,03:15,4.528,0,0,-16.618,0
,03:30,4.464,0,0,-16.669,0
,03:45,4.384,0,0,-16.694,0
,04:00,4.384,0,0,-16.774,0
,04:15,4.368,0,0,-16.769,0
,04:30,4.336,0,0,-16.773,0
,04:45,4.32,0,0,-16.833,0
,05:00,4.352,0,0,-16.79,0
,05:15,4.352,0,0,-16.774,0
,05:30,4.368,0,0,-16.806,0
,05:45,4.384,0,0,-16.756,0
,06:00,4.448,0,0,-16.709,0
,06:15,4.512,0,0,-16.671,0
,06:30,4.48,0,0,-16.644,0
,06:45,4.128,0,0,-16.785,0
,07:00,3.552,0,0,-17.419,0
,07:15,3.248,0.322,0,-18.139,0
,07:30,3.168,1.425,0,-19.231,0
,07:45,3.088,3.241,0,-21.086,0
,08:00,3.04,6.488,0,-24.373,0
,08:15,3.024,10.738,0,-28.751,0
,08:30,3.04,14.511,0,-32.481,0
,08:45,4.38,18.475,0,-36.286,0
,09:00,3.204,22.109,0,-38.62,0
,09:15,3.74,25.61,0,-43.635,0
,09:30,4.58,27.355,0,-40.205,0
,09:45,5.276,33.152,0,-28.289,0
,10:00,4.004,35.216,0,-30.351,0
,10:15,3.04,35.525,0,-32.098,0
,10:30,2.96,26.597,0,-23.485,0
,10:45,3.04,18.649,0,-15.521,0
,11:00,3.248,13.78,0,-10.509,0
,11:15,6.22,11.447,0,-7.634,0
,11:30,3.556,12.363,0,-6.082,0
,11:45,3.568,8.652,0,-4.84,0
,12:00,4.448,7.457,0,-2.388,0
,12:15,3.712,4.934,0,-0.876,0
,12:30,4.56,5.018,0,-0.921,0
,12:45,5.6,7.53,0,-1.006,0
,13:00,6.54,6.157,0,-0.978,0
,13:15,4.948,7.05,0,-0.925,0
,13:30,5.764,7.697,0,-0.948,0
,13:45,5.2,6.741,0,-0.923,0
,14:00,4.464,5.639,0,-0.884,0
,14:15,4.48,5.614,0,-0.847,0
,14:30,4.528,5.629,0,-0.837,0
,14:45,4.528,5.667,0,-0.829,0
,15:00,4.304,5.555,0,-0.842,0
,15:15,4.304,5.386,0,-0.794,0
,15:30,4.592,5.61,0,-0.785,0
,15:45,4.304,5.555,0,-0.777,0
,16:00,7.376,7.539,0,-0.804,0
,16:15,4.352,6.273,0,-0.772,0
,16:30,4.384,5.029,0,-0.863,0
,16:45,4.544,5.644,0,-0.719,0
,17:00,4.512,5.583,0,-0.75,0
,17:15,4.672,5.649,0,-0.72,0
,17:30,5.216,5.728,0,-0.725,0
,17:45,5.536,7.127,0,-0.755,0
,18:00,4.816,5.972,0,-0.744,0
,18:15,4.944,4.963,0,0.634,0
,18:30,4.464,3.266,0,2.2,0
,18:45,8.528,1.834,0,8.929,0
,19:00,5.056,1.089,0,4.562,0
,19:15,5.376,0.11,0,5.239,0
,19:30,10.528,0,0,10.262,0
,19:45,7.6,0,0,7.368,0
,20:00,8.384,0,0,8.305,0
,20:15,8.976,0,0,9.111,0
,20:30,9.712,0,0,9.382,0
,20:45,10.656,0,0,10.728,0
,21:00,9.92,0,0,11.008,0
,21:15,9.68,0,0,9.917,0
,21:30,9.488,0,0,9.822,0
,21:45,9.456,0,0,9.669,0
,22:00,9.184,0,0,9.544,0
,22:15,9.008,0,0,9.21,0
,22:30,8.4,0,0,8.941,0
,22:45,8.112,0,0,8.348,0
,23:00,7.824,0,0,8.14,0
,23:15,7.504,0,0,7.737,0
,23:30,7.184,0,0,7.582,0
,23:45,6.816,0,0,7.087,0
,00:00,6.544,0,0,6.845,0
day 5,00:15,5.856,0,0,6.34,0
,00:30,5.376,0,0,5.731,0
,00:45,4.96,0,0,5.343,0
,01:00,4.56,0,0,4.786,0
,01:15,4.496,0,0,4.701,0
,01:30,4.464,0,0,4.658,0
,01:45,4.432,0,0,4.614,0
,02:00,4.368,0,0,4.602,0
,02:15,4.288,0,0,4.518,0
,02:30,4.128,0,0,4.346,0
,02:45,4.064,0,0,4.261,0
,03:00,4.08,0,0,4.252,0
,03:15,4.048,0,0,4.246,0
,03:30,4.064,0,0,4.24,0
,03:45,4.08,0,0,4.258,0
,04:00,4.08,0,0,4.27,0
,04:15,4.08,0,0,4.263,0
,04:30,4.064,0,0,4.255,0
,04:45,4.08,0,0,4.26,0
,05:00,4.096,0,0,4.272,0
,05:15,4.096,0,0,4.271,0
,05:30,4.128,0,0,4.319,0
,05:45,4.176,0,0,4.337,0
,06:00,4.208,0,0,4.365,0
,06:15,4.288,0,0,4.436,0
,06:30,4.448,0,0,4.597,0
,06:45,3.952,0,0,4.286,0
,07:00,3.488,0,0,3.85,0
,07:15,3.184,0.291,0,3.219,0
,07:30,3.04,2.427,0,1.298,0
,07:45,2.96,4.16,0,-0.557,0
,08:00,2.944,7.017,0,-3.573,0
,08:15,2.928,11.163,0,-7.847,0
,08:30,2.928,14.121,0,-10.882,0
,08:45,2.976,17.908,0,-14.713,0
,09:00,4.096,21.454,0,-18.02,0
,09:15,3.264,25.34,0,-21.025,0
,09:30,3.408,26.857,0,-23.282,0
,09:45,3.536,32.061,0,-28.28,0
,10:00,5.036,33.982,0,-30.148,0
,10:15,3.364,34.18,0,-28.982,0
,10:30,4.4,40.453,0,-35.836,0
,10:45,3.984,41.924,0,-37.622,0
,11:00,4.592,43.457,0,-38.888,0
,11:15,5.552,45.044,0,-38.583,0
,11:30,6.64,43.661,0,-36.621,0
,11:45,5.856,27.268,0,-20.675,0
,12:00,4.86,17.037,0,-12.368,0
,12:15,4.608,12.653,0,-7.308,0
,12:30,4.464,10.091,0,-5.363,0
,12:45,4.032,8.683,0,-4.49,0
,13:00,4.16,8.216,0,-3.73,0
,13:15,3.824,6.718,0,-2.432,0
,13:30,4.48,5.482,0,-0.659,0
,13:45,4.096,5.29,0,-0.714,0
,14:00,4.096,5.097,0,-0.753,0
,14:15,4.272,5.332,0,-0.781,0
,14:30,5.152,6.224,0,-0.789,0
,14:45,4.384,5.495,0,-0.759,0
,15:00,4.224,5.382,0,-0.771,0
,15:15,4.416,5.32,0,-0.754,0
,15:30,5.088,5.78,0,-0.764,0
,15:45,5.68,6.907,0,-0.797,0
,16:00,5.28,6.501,0,-0.774,0
,16:15,5.12,6.301,0,-0.765,0
,16:30,5.184,6.315,0,-0.759,0
,16:45,4.976,6.082,0,-0.753,0
,17:00,4.992,6.229,0,-0.767,0
,17:15,4.8,6.147,0,-0.754,0
,17:30,4.928,5.81,0,-0.724,0
,17:45,7.2,8.004,0,-0.619,0
,18:00,5.504,6.866,0,-0.442,0
,18:15,6.256,4.521,0,3.148,0
,18:30,6.444,3.466,0,3.09,0
,18:45,6.844,2.226,0,4.35,0
,19:00,7.06,0.758,0,7.519,0
,19:15,6.24,0.076,0,6.394,0
,19:30,6.736,0,0,6.916,0
,19:45,8.668,0,0,7.856,0
,20:00,8.768,0,0,8.872,0
,20:15,9.536,0,0,9.434,0
,20:30,9.616,0,0,9.89,0
,20:45,9.92,0,0,9.67,0
,21:00,10.256,0,0,10.956,0
,21:15,10.272,0,0,10.951,0
,21:30,9.28,0,0,9.55,0
,21:45,9.392,0,0,9.549,0
,22:00,9.216,0,0,9.539,0
,22:15,8.64,0,0,9.088,0
,22:30,8.304,0,0,8.642,0
,22:45,7.872,0,0,8.176,0
,23:00,7.6,0,0,7.913,0
,23:15,7.056,0,0,7.468,0
,23:30,6.72,0,0,7.009,0
,23:45,6.448,0,0,6.763,0
,00:00,6.032,0,0,6.387,0
day 6,00:15,5.392,0,-0.001,5.845,134.01
,00:30,5.136,0,0.001,5.354,132
,00:45,4.992,0,0.001,5.245,132.01
,01:00,4.896,0,0,5.096,131
,01:15,4.896,0,0,5.085,130
,01:30,4.864,0,0.001,5.077,128
,01:45,4.704,0,0,4.952,127
,02:00,4.576,0,0.001,4.781,125.5
,02:15,4.528,0,0,4.728,124.33
,02:30,4.496,0,0,4.689,123.34
,02:45,4.512,0,0,4.68,123
,03:00,4.576,0,20.991,-10.911,119.33
,03:15,4.528,0,21.048,-16.618,122
,03:30,4.464,0,21.237,-16.669,127
,03:45,4.384,0,20.753,-16.694,130.33
,04:00,4.384,0,20.783,-16.774,133.33
,04:15,4.368,0,20.807,-16.769,138.5
,04:30,4.336,0,20.828,-16.773,142
,04:45,4.32,0,20.91,-16.833,145
,05:00,4.352,0,20.71,-16.79,150
,05:15,4.352,0,20.785,-16.774,153.33
,05:30,4.368,0,21.041,-16.806,156.33
,05:45,4.384,0,21.06,-16.756,161.5
,06:00,4.448,0,20.836,-16.709,165.33
,06:15,4.512,0,20.981,-16.671,168.33
,06:30,4.48,0,20.807,-16.644,173
,06:45,4.128,0,20.814,-16.785,176
,07:00,3.552,0,21.044,-17.419,179.67
,07:15,3.248,0.322,20.979,-18.139,185
,07:30,3.168,1.425,21.008,-19.231,188.67
,07:45,3.088,3.241,20.932,-21.086,193.33
,08:00,3.04,6.488,20.764,-24.373,198.5
,08:15,3.024,10.738,21.016,-28.751,203.33
,08:30,3.04,14.511,20.912,-32.481,210.67
,08:45,4.38,18.475,21.013,-36.286,217.33
,09:00,3.204,22.109,20.588,-38.62,225.33
,09:15,3.74,25.61,20.553,-43.635,235.5
,09:30,4.58,27.355,14.063,-40.205,243
,09:45,5.276,33.152,-0.044,-28.289,249.66
,10:00,4.004,35.216,-0.001,-30.351,256
,10:15,3.04,35.525,-0.001,-32.098,262
,10:30,2.96,26.597,-0.001,-23.485,267
,10:45,3.04,18.649,0,-15.521,271.34
,11:00,3.248,13.78,0.003,-10.509,274
,11:15,6.22,11.447,0.003,-7.634,275.67
,11:30,3.556,12.363,0.003,-6.082,276
,11:45,3.568,8.652,0.003,-4.84,279
,12:00,4.448,7.457,0.003,-2.388,281
,12:15,3.712,4.934,0.003,-0.876,282
,12:30,4.56,5.018,0.003,-0.921,282
,12:45,5.6,7.53,0.003,-1.006,282
,13:00,6.54,6.157,0.003,-0.978,282.67
,13:15,4.948,7.05,0.003,-0.925,283
,13:30,5.764,7.697,0.003,-0.948,283
,13:45,5.2,6.741,0.003,-0.923,283
,14:00,4.464,5.639,0.003,-0.884,283
,14:15,4.48,5.614,0.003,-0.847,283
,14:30,4.528,5.629,0.003,-0.837,283
,14:45,4.528,5.667,0.003,-0.829,283.67
,15:00,4.304,5.555,0.002,-0.842,284
,15:15,4.304,5.386,0.002,-0.794,284
,15:30,4.592,5.61,0.002,-0.785,284
,15:45,4.304,5.555,0.002,-0.777,284
,16:00,7.376,7.539,0.002,-0.804,284
,16:15,4.352,6.273,0.003,-0.772,284
,16:30,4.384,5.029,1.798,-0.863,284
,16:45,4.544,5.644,-0.041,-0.719,284
,17:00,4.512,5.583,-0.01,-0.75,284
,17:15,4.672,5.649,0.002,-0.72,284
,17:30,5.216,5.728,0.003,-0.725,284
,17:45,5.536,7.127,0.001,-0.755,284
,18:00,4.816,5.972,0,-0.744,284
,18:15,4.944,4.963,0.002,0.634,284
,18:30,4.464,3.266,0,2.2,284
,18:45,8.528,1.834,0.001,8.929,282.5
,19:00,5.056,1.089,0.001,4.562,280.67
,19:15,5.376,0.11,0.001,5.239,280
,19:30,10.528,0,0.001,10.262,277.66
,19:45,7.6,0,0.001,7.368,275
,20:00,8.384,0,0.001,8.305,273
,20:15,8.976,0,0.001,9.111,269.5
,20:30,9.712,0,0.001,9.382,268
,20:45,10.656,0,0.001,10.728,265
,21:00,9.92,0,0.001,11.008,262
,21:15,9.68,0,0.001,9.917,259
,21:30,9.488,0,0.001,9.822,256
,21:45,9.456,0,0.001,9.669,253.66
,22:00,9.184,0,0.001,9.544,251
,22:15,9.008,0,0.001,9.21,247.5
,22:30,8.4,0,0.001,8.941,245.67
,22:45,8.112,0,0.001,8.348,243
,23:00,7.824,0,0.001,8.14,241
,23:15,7.504,0,0.001,7.737,238.5
,23:30,7.184,0,0.001,7.582,236.34
,23:45,6.816,0,0.001,7.087,234.67
,00:00,6.544,0,0.001,6.845,232
day 7,00:15,5.328,0,0.001,5.857,219
,00:30,5.12,0,0.001,5.364,218
,00:45,4.784,0,-0.001,5.032,217
,01:00,4.608,0,0.001,4.846,217
,01:15,4.512,0,0.001,4.746,216.33
,01:30,4.4,0,0.001,4.614,214
,01:45,4.384,0,0,4.572,213.67
,02:00,4.352,0,0.001,4.554,212.34
,02:15,4.32,0,0.001,4.524,210.67
,02:30,4.288,0,0.001,4.482,210
,02:45,4.272,0,0.001,4.468,209
,03:00,4.224,0,0.001,4.416,207
,03:15,4.176,0,0,4.388,207
,03:30,4.176,0,0.001,4.354,205.34
,03:45,4.192,0,0.001,4.375,204
,04:00,4.176,0,0.001,4.374,203
,04:15,4.16,0,0.001,4.361,201.33
,04:30,4.176,0,0.001,4.355,200.5
,04:45,4.16,0,0,4.359,199.33
